term,definition
desolation,"The state of being desolated or laid waste Synonyms: ruin, solitariness, destitution, gloom, gloominess 1611, The Holy Bible,[] (King James Version), imprinted at London: By Robert Barker,[], OCLC 964384981, Proverbs 1:2627: I also will laugh at your calamity; I will mock when your fear cometh; When your fear cometh as desolation, and your destruction cometh as a whirlwind; when distress and anguish cometh upon you."
desorbability,The condition of being desorbable
despairingness,The state or quality of being despairing.
desperateness,The state or quality of being desperate.
despisableness,The state or quality of being despisable.
despisedness,The state or quality of being despised.
despisingness,The state or quality of being despising.
despitefulness,The state or quality of being despiteful.
despondence,The state of being downcast or despondent.
despoticalness,The state or quality of being despotical.
destituteness,The state or quality of being destitute.
destructibility,The condition of being destructible
destructiveness,the state or quality of being destructive
desultoriness,The state or quality of being desultory.
detachableness,The state or quality of being detachable.
detachedness,The state or quality of being detached.
detachment,The state of being detached or disconnected; insulation.
detainment,The condition of being detained; detention.
detectability,The state of being detectable
determinacy,The ability to be completely determined in a definite way; the quality of being determinate.
determinateness,The state or quality of being determinate
determinativeness,The state or quality of being determinative.
determinedness,The state or quality of being determined.
detestability,The state or quality of being detestable.
detestableness,The state or quality of being detestable.
detrivory,The condition of being a detrivore
deviancy,"The state of being deviant, abnormal or anomalous."
devilishness,The state or quality of being devilish.
devoidness,The state or condition of being devoid.
devotedness,State of being devoted.
devotement,"The state of being devoted, or set apart by a vow"
devoutness,The state or quality of being devout.
dewaterability,"The condition of being dewaterable 2015 September 2, Ultrasonic and Thermal Pretreatments on Anaerobic Digestion of Petrochemical Sludge: Dewaterability and Degradation of PAHs, in PLOS ONE[1], DOI:10.1371/journal.pone.0136162:Moreover, capillary suction time (CST) of sludge increased after pretreatment, and then reduced after 20 days of anaerobic digestion, indicating that sludge dewaterability was greatly improved after anaerobic digestion."
dewiness,The state or quality of being dewy.
dexterousness,The state or quality of being dexterous.
dextrality,The state of being dextral
diabolicality,The state or quality of being diabolical.
diabolicalness,The state or quality of being diabolical.
diadromy,The state of being diadromous
diagnosability,The condition of being diagnosable.
diagonality,The condition of being diagonal
diagonalizability,The ability to be diagonalized
diagonalness,"The condition of being diagonal 2016, E"
diarrheagenicity,The condition of being diarrheagenic
diathermancy,The condition of being diathermic
diauxie,The state or quality of being diauxic
diceyness,The state or condition of being dicey.
dichromatism,The condition of being dichromatic
dictatorialness,The state or quality of being dictatorial.
differentiability,The ability to be differentiated.
differentness,The state or quality of being different.
difficultness,The state or quality of being difficult.
difficulty,"The state of being difficult, or hard to do."
diffidence,"The state of being diffident, timid or shy; reticence or self-effacement"
diffidentness,The state or quality of being diffident.
diffusedness,The state or quality of being diffused.
diffuseness,The state or quality of being diffuse.
diffusiveness,The state or quality of being diffusive.
digestion,The ability to use this process.
digestiveness,The state or quality of being digestive.
dignity,The state of being dignified or worthy of esteem: elevation of mind or character
