term,definition
diatonism,The characteristic of being diatonic
dichorionicity,The quality of being dichorionic.
dichotomousness,The quality of being dichotomous.
dichroism,The property of some crystals of transmitting different colours of light in different directions.
dichroism,The property of some anisotropic materials of having different absorption coefficients for light polarized in different directions; circular dichroism.
dichromacy,The quality of having two independent channels for conveying color information in the eye.
dichronism,The quality of exhibiting two opposite traits at different times; see especially sexual dichronism
difference,The quality of being different
differentiatedness,The quality of being differentiated.
diffusability,The quality of being diffusable.
digestibleness,The quality of being digestible.
digitality,The quality of being digital.
digitalness,The quality of being digital.
digitizability,The quality of being digitizable.
digoneutism,The quality of being digoneutic.
dilatancy,"The property of dilating or expanding, especially by means of an increase in space between the component parts."
dimensionlessness,The quality of being dimensionless.
dimerism,The property of being dimerous.
dimery,The property of being dimerous.
dimorphism,A property of certain substances that enables them to exist in two distinct crystalline forms.
dinnerlessness,Absence of dinner.
dippiness,Quality of being dippy.
directionlessness,Absence of direction
direfulness,Quality of being direful
dirtlessness,Absence of dirt.
dis-ease,Lack of a feeling of ease; uneasiness.
disadvantagedness,The quality of being disadvantaged
disaffectedness,The quality of being disaffected
disagreeability,The quality of being disagreeable
disallowability,The quality of being disallowable.
disarray,Lack of array or regular order; disorder; confusion
disassiduity,Lack of assiduity or care
disattention,Lack of attention; failure to pay attention
disbalance,"Lack of balance, imbalance"
discharity,Lack of charity
disciplinability,The quality of being disciplinable.
disciplinableness,The quality of being disciplinable
disciplinarity,The quality of being an academic discipline.
disclarity,"The quality of being inconsistent; inconsistency 1962, John Storey, An introductory guide to cultural theory and popular culture: [] film (with its postmodern allegory: disclarity between text and subtext) [] 2002, Moshe Maor, Developments in Israeli public administration:"
disclarity,"The quality of being opaque, vague or unclear 1978, John Eden, The eye book: 2002, Raymod Loewy, Glenn Porter, Never leave well enough alone:"
discommunity,"A lack of common possessions, properties, or relationship"
disconcertedness,The characteristic of being disconcerted.
disconcordance,A lack of concordance
disconnect,A lack of connection or accord; a mismatch
disconnectedness,The characteristic of being disconnected.
disconnection,"Absence of rapport; the nonexistence of, or a breakdown of, effective communication"
disconnectiveness,The quality of being disconnective.
disconsolance,The quality of being disconsolate.
discontinuity,"A lack of continuity, regularity or sequence; a break or gap"
discord,"Lack of concord, agreement or harmony"
discordance,Lack of harmony; dissonance.
discountability,The quality of being discountable.
discourtesy,Lack of courtesy; rudeness.
discreditability,Quality of being discreditable.
discreditableness,Quality of being discreditable.
discretion,The quality of being discreet or circumspect
discrimination,"The quality of being discriminating, acute discernment, specifically in a learning situation; as to show great discrimination in the choice of means."
discursivity,The quality of being discursive.
disease,Lack of ease; uneasiness; trouble; vexation; disquiet
diseaselessness,Absence of disease.
disenjoyment,"lack of enjoyment 2004, James Anthony Froude, Short Studies on Great Subjects, Volume 3 ""Money is power; money commands a certain kind of enjoyment; the excessive want of it is palpable disenjoyment."""
disesteem,Lack of esteem; disregard
disfavour,Lack of favour; displeasure
disfellowship,"Lack of, or exclusion from, fellowship."
disfluency,"Lack of fluency in speech; any of various breaks, irregularities, and non-lexical vocables that occur within otherwise fluent speech"
disharmoniousness,Lack of harmony.
disharmony,The absence of harmony or concordance
dishonorableness,The property of being dishonorable.
dishonour,Lack of honour or integrity.
disinterest,A lack of interest
disinterest,The absence of bias
disjunctiveness,The quality of being disjunctive
disjuncture,"A lack of union, or lack of coordination, or separation"
diskcyclicity,The property of being diskcyclic.
disloyalty,The quality of being disloyal.
