term,definition
orschallite,"A trigonal-hexagonal scalenohedral colorless mineral containing calcium, hydrogen, oxygen, and sulfur."
orthite,A variety of allanite occurring in slender prismatic crystals
orthobrannerite,"An orthorhombic-disphenoidal mineral containing hydrogen, oxygen, titanium, and uranium."
orthochamosite,"An orthorhombic mineral containing aluminum, hydrogen, iron, magnesium, oxygen, and silicon."
orthochrysotile,An orthorhombic polytype of chrysotile.
orthoclase,"Potassium aluminum silicate, KAlSi3O8, a common feldspar of igneous, plutonic, and metamorphic rocks"
orthoericssonite,"An orthorhombic-dipyramidal reddish black mineral containing barium, hydrogen, iron, manganese, oxygen, and silicon."
orthoferrosilite,An iron silicate that crystallizes as an orthorhombic pyroxene
orthominasragrite,"An orthorhombic-pyramidal mineral containing hydrogen, oxygen, sulfur, and vanadium."
orthopinakiolite,"An orthorhombic-dipyramidal black mineral containing boron, iron, magnesium, manganese, and oxygen."
orthopyroxene,Any pyroxene that forms orthorhombic crystals
orthorhombic pyroxene,Any of a group of minerals having the general formula XYSi2O6 in which X is iron or magnesium and Y is iron or manganese.
orthoserpierite,"An orthorhombic-pyramidal pale blue green mineral containing calcium, copper, hydrogen, oxygen, sulfur, and zinc."
orthosilicate,"any silicate mineral, such as garnet or olivine, in which the SiO4 tetrahedra do not share oxygen atoms with each other Synonyms: nesosilicate, island silicate"
orthowalpurgite,"An orthorhombic-dipyramidal pale yellow mineral containing arsenic, bismuth, hydrogen, oxygen, and uranium."
osarizawaite,"A greenish-yellow mineral with the chemical formula PbCuAl2(SO4)2(OH)6, having rhombohedral crystals."
osarsite,"A monoclinic-prismatic gray mineral containing arsenic, osmium, ruthenium, and sulfur."
osbornite,A golden yellow mineral containing nitrogen and titanium.
osmiridium,"A hard, corrosion-resistant alloy or osmium and iridium, used in pen nibs."
osteolite,"A massive impure apatite, or calcium phosphate."
oswaldpeetersite,"A monoclinic-prismatic canary yellow mineral containing carbon, hydrogen, oxygen, and uranium."
otavite,A rare trigonal cadmium carbonate mineral.
otjisumeite,"A triclinic mineral containing germanium, lead, and oxygen."
ottemannite,An orthorhombic-dipyramidal reddish gray mineral containing sulfur and tin.
ottrelite,A form of the mineral chloritoid.
otwayite,A green orthorhombic hydrated nickel carbonate mineral.
ourayite,"An orthorhombic-dipyramidal gray mineral containing bismuth, lead, silver, and sulfur."
oursinite,"An orthorhombic pale yellow mineral containing cobalt, hydrogen, magnesium, oxygen, silicon, and uranium."
ovamboite,"An isometric-hextetrahedral gray mineral containing arsenic, copper, gallium, germanium, iron, molybdenum, sulfur, tin, tungsten, vanadium, and zinc."
overite,A form of segelerite in which the iron is replaced by aluminium.
overshift,The amount of displacement in the layers in a crystal lattice that places the layers too far apart for molecular bonding
owensite,"An isometric-hexoctahedral black mineral containing barium, copper, iron, lead, nickel, and sulfur."
owyheeite,"An orthorhombic-dipyramidal gray-white mineral containing antimony, bismuth, lead, silver, and sulfur."
oxalite,"A yellow mineral, one of the oxalates of iron."
oxammite,"An orthorhombic-disphenoidal mineral containing carbon, hydrogen, nitrogen, and oxygen."
oxyhydroxysulfate,"Any material having oxide, hydroxide and sulfate groups"
oxykinoshitalite,"A monoclinic mineral containing aluminium, barium, magnesium, oxygen, silicon and titanium."
oyelite,"An orthorhombic white mineral containing boron, calcium, hydrogen, oxygen, and silicon."
ozarkite,"Thomsonite, a mineral series of the zeolite group."
ozocerite,"A dark waxy mineral, found associated with petroleum in some sandstones, used to make polishes."
wadalite,"A vitreous nesosilicate of calcium, aluminium and magnesium"
wadeite,"A hexagonal-dipyramidal mineral containing oxygen, potassium, silicon, and zirconium."
wadsleyite,An orthorhombic form of olivine produced under very high pressure
wagnerite,A combined phosphate and fluoride of iron and magnesium.
wairakite,"A monoclinic-prismatic mineral containing aluminum, calcium, hydrogen, oxygen, and silicon."
wairauite,An isometric-hexoctahedral steel gray mineral containing cobalt and iron.
wakabayashilite,"An orthorhombic-pyramidal mineral containing antimony, arsenic, and sulfur."
wakefieldite,"Any of four uncommon rare earth element vanadate minerals, each containing oxygen and vanadium, but otherwise containing different elements."
walentaite,"An orthorhombic mineral containing arsenic, calcium, hydrogen, iron, manganese, oxygen, and phosphorus."
walfordite,"An isometric orange mineral containing iron, oxygen, and tellurium."
wallisite,"A triclinic-pinacoidal mineral containing arsenic, copper, lead, silver, sulfur, and thallium."
wallkilldellite,"A hexagonal-dihexagonal dipyramidal dark red mineral containing arsenic, calcium, hydrogen, manganese, and oxygen."
walstromite,"A triclinic-pinacoidal mineral containing barium, calcium, oxygen, and silicon."
walthierite,"A trigonal-hexagonal scalenohedral mineral containing aluminum, barium, hydrogen, oxygen, and sulfur."
wardite,"A hydrous sodium aluminium phosphate hydroxide mineral, of interest for its rare tetragonal trapezohedral crystallography."
wardsmithite,"A hexagonal mineral containing boron, calcium, hydrogen, magnesium, and oxygen."
warikahnite,"A triclinic-pinacoidal mineral containing arsenic, hydrogen, oxygen, and zinc."
warwickite,An iron magnesium titanium borate mineral occurring as brown to black prismatic orthorhombic crystals.
wasite,A variety of allanite from Sweden supposed to contain wasium.
watanabeite,"An orthorhombic mineral containing antimony, arsenic, copper, and sulfur."
watatsumiite,"A monoclinic-domatic yellow green mineral containing barium, iron, lithium, magnesium, manganese, oxygen, potassium, silicon, sodium, titanium, and vanadium."
water sapphire,"A deep blue variety of iolite, sometimes used as a gem."
watkinsonite,"A monoclinic-domatic black mineral containing bismuth, copper, lead, selenium, and sulfur."
wattersite,"A monoclinic-prismatic mineral containing chromium, mercury, and oxygen."
wattevillite,"An orthorhombic white mineral containing calcium, hydrogen, oxygen, sodium, and sulfur."
wavellite,"A hydrated aluminium phosphate, Al3(PO4)2(OH,F)35H2O, sometimes mined as a source of phosphorus."
wawayandaite,"A monoclinic mineral containing beryllium, boron, calcium, chlorine, hydrogen, manganese, oxygen, and silicon."
waylandite,"A trigonal-hexagonal scalenohedral mineral containing aluminum, bismuth, hydrogen, oxygen, and phosphorus."
weberite,"An orthorhombic-dipyramidal mineral containing aluminum, fluorine, magnesium, and sodium."
weddellite,A tetragonal mineral form of calcium oxalate.
weeksite,"An orthorhombic-dipyramidal yellow mineral containing barium, calcium, hydrogen, oxygen, potassium, silicon, and uranium."
wegscheiderite,"A triclinic-pinacoidal colorless mineral containing carbon, hydrogen, oxygen, and sodium."
wehrlite,"A naturally-occurring alloy of bismuth and tellurium, primarily Bi2Te3"
weibullite,"An orthorhombic-dipyramidal steel gray mineral containing bismuth, lead, selenium, and sulfur."
weilite,A rare white triclinic arsenate mineral with waxy lustre.
weinebeneite,"A monoclinic-domatic colorless mineral containing beryllium, calcium, hydrogen, oxygen, and phosphorus."
weishanite,"A hexagonal-dihexagonal dipyramidal light yellow mineral containing gold, mercury, and silver."
weissbergite,"A triclinic-pedial steel gray mineral containing antimony, sulfur, and thallium."
weissite,A hexagonal copper telluride mineral.
weloganite,"A rare triclinic carbonate mineral, usually white, lemon yellow, or amber, and sometimes translucent."
welshite,A complex mineral containing magnesium and antimony.
wendwilsonite,"A monoclinic-prismatic mineral containing arsenic, calcium, cobalt, hydrogen, magnesium, and oxygen."
wenkite,"A hexagonal-ditrigonal dipyramidal light gray mineral containing aluminum, barium, calcium, chlorine, fluorine, hydrogen, oxygen, silicon, sodium, and sulfur."
werdingite,"A triclinic-pinacoidal brownish yellow mineral containing aluminum, boron, iron, magnesium, oxygen, and silicon."
wermlandite,"A trigonal-hexagonal scalenohedral mineral containing aluminum, calcium, hydrogen, iron, magnesium, oxygen, and sulfur."
wernerite,The common greyish or white variety of soapolite.
wesselsite,"A tetragonal-ditetragonal dipyramidal blue mineral containing copper, oxygen, silicon, and strontium."
westerveldite,"An orthorhombic-dipyramidal mineral containing arsenic, cobalt, iron, and nickel."
wheatleyite,"A triclinic-pinacoidal blue mineral containing carbon, copper, hydrogen, oxygen, and sodium."
wherryite,"A monoclinic-prismatic mineral containing copper, hydrogen, lead, oxygen, silicon, and sulfur."
whet slate,A variety of slate used for sharpening cutting instruments; novaculite; oilstone.
whewellite,"A mineral, hydrated calcium oxalate."
whiteite,A rare monoclinic hydrated phosphate mineral.
whitlockite,A rare form of calcium phosphate.
whitmoreite,"A monoclinic-prismatic mineral containing hydrogen, iron, oxygen, and phosphorus."
wickenburgite,"A trigonal-ditrigonal pyramidal mineral containing aluminum, calcium, hydrogen, lead, oxygen, and silicon."
wickmanite,"An isometric-hexoctahedral mineral containing hydrogen, manganese, oxygen, and tin."
wicksite,"An orthorhombic-dipyramidal mineral containing calcium, hydrogen, iron, magnesium, manganese, oxygen, phosphorus, and sodium."
widenmannite,"An orthorhombic light yellow mineral containing carbon, lead, oxygen, and uranium."
widgiemoolthalite,A nickel analogue of hydromagnesite discovered in Western Australia.
wightmanite,"A monoclinic-prismatic mineral containing boron, hydrogen, magnesium, and oxygen."
wilcoxite,"A triclinic mineral containing aluminum, fluorine, hydrogen, magnesium, oxygen, and sulfur."
wilhelmkleinite,"A monoclinic-prismatic blackish green mineral containing arsenic, hydrogen, iron, oxygen, and zinc."
wilhelmramsayite,"An orthorhombic-dipyramidal bluish gray mineral containing copper, hydrogen, iron, oxygen, potassium, sodium, sulfur, and thallium."
wilhelmvierlingite,"An orthorhombic-dipyramidal mineral containing calcium, hydrogen, iron, manganese, oxygen, and phosphorus."
wilkinsonite,"A triclinic-pinacoidal black mineral containing iron, oxygen, silicon, and sodium."
wilkmanite,A monoclinic-prismatic grayish yellow mineral containing nickel and selenium.
willemite,"A rare mineral, zinc silicate, Zn2SiO4, that is a minor ore of zinc."
willemseite,"A monoclinic-prismatic light green mineral containing hydrogen, magnesium, nickel, oxygen, and silicon."
willhendersonite,"A triclinic-pinacoidal colorless mineral containing aluminum, calcium, hydrogen, oxygen, potassium, and silicon."
willyamite,"An isometric-tetartoidal mineral containing antimony, cobalt, nickel, and sulfur."
wiluite,"A dark green, brownish, or black blocky silicate mineral."
winchite,"A monoclinic-prismatic mineral containing aluminum, calcium, hydrogen, iron, magnesium, manganese, oxygen, potassium, silicon, and sodium."
winstanleyite,"An isometric-diploidal mineral containing oxygen, tellurium, and titanium."
wiserite,"A tetragonal-dipyramidal mineral containing boron, chlorine, hydrogen, manganese, and oxygen."
withamite,"A reddish variety of epidote, found in Scotland."
witherite,"A yellow-grey mineral form of barium carbonate, BaCO3"
wittichenite,"An orthorhombic-disphenoidal mineral containing bismuth, copper, and sulfur."
wittite,"A monoclinic-prismatic light lead gray mineral containing bismuth, lead, selenium, and sulfur."
wodginite,A brown to black mineral comprising mainly tantalum.
wolfeite,"A monoclinic-prismatic mineral containing hydrogen, iron, manganese, oxygen, and phosphorus."
wolframite,"A mineral that consists of a tungstate of iron and manganese; (Fe,Mn)WO4."
wollastonite,"A grey inosilicate mineral, mostly calcium silicate, CaSiO3, found deposited in limestone."
wonesite,"A monoclinic-prismatic mineral containing aluminum, fluorine, hydrogen, iron, magnesium, oxygen, potassium, silicon, and sodium."
woodallite,"A trigonal-hexagonal scalenohedral mineral containing aluminum, carbon, chlorine, chromium, hydrogen, iron, magnesium, and oxygen."
woodhouseite,"A trigonal-hexagonal scalenohedral mineral containing aluminum, calcium, hydrogen, oxygen, phosphorus, and sulfur."
woodrock,A compact wood-like variety of asbestos.
woodruffite,"A tetragonal mineral containing hydrogen, manganese, oxygen, and zinc."
woodstone,"A striped variety of hornstone, resembling wood in appearance."
woodwardite,"A hexagonal mineral containing aluminum, copper, hydrogen, oxygen, and sulfur."
wooldridgeite,"An orthorhombic-pyramidal greenish blue mineral containing calcium, copper, hydrogen, oxygen, phosphorus, and sodium."
wroewolfeite,"A monoclinic-domatic mineral containing copper, hydrogen, oxygen, and sulfur."
wulfenite,"An orange mineral, lead molybdate, PbMoO4, found in lead veins."
wupatkiite,"A monoclinic-prismatic mineral containing aluminum, cobalt, hydrogen, magnesium, nickel, oxygen, and sulfur."
wurtzite,"A dark brown zinc iron sulfide mineral ((Zn,Fe)S), a form of sphalerite."
