term,definition
discomfort,Something that disturbs ones comfort; an annoyance
discomforter,One who causes discomfort
discommender,One who discommends
discontinuee,"One whose possession of an estate is broken off, or discontinued; one whose estate is subject to discontinuance."
discontinuer,"One who discontinues, or breaks off or away from; an absentee"
discountenancer,One who discountenances
discounter,One who discounts or disregards
discourager,One who discourages
discourser,One who discourses; a narrator or speaker
discoverer,One who discovers: a person who has discovered something.
discreditor,One who discredits.
disdainer,One who disdains.
disembarkee,One who disembarks from a vessel such as an airplane or ship
disembarker,One who disembarks.
disemboweller,One who disembowels.
disenchanter,One who disenchants.
disendower,One who disendows.
disenfranchiser,One who disenfranchises.
disengager,"One who, or that which, disengages."
disestablisher,One who disestablishes.
disesteemer,One who disesteems
disfavourer,One who disfavours.
disfigurer,One who disfigures.
disgracer,One who disgraces.
disher,"One who dishes, up food (obsolete) or otherwise"
disheritor,One who puts another person out of an inheritance.
dishonourer,One who dishonours.
dishwasher,"Someone who washes dishes, especially one hired to wash dishes in a restaurant."
disinfector,"One who, or that which, disinfects."
disinformant,One who disinforms.
disinformationist,One who propagates disinformation.
disinformer,One who disinforms.
disinheritor,One who disinherits.
disinhibitor,"Something that reduces one's inhibitions, making one act more impulsively"
disintegrator,"One who, or that which, disintegrates"
disintermediator,One who carries out disintermediation.
disjoiner,One who or that which disjoins
disjunctivist,One who subscribes to disjunctivism.
dislike,Something that a person dislikes (has or feels aversion to)
disliker,One who dislikes.
dislocator,Something that dislocates
dislodger,"One who, or that which, dislodges."
dismantler,One who dismantles
dismayer,One who dismays.
dismemberer,"One who, or that which, dismembers."
dismissee,One who is dismissed.
dismisser,One who dismisses
dismounter,One who dismounts.
disobeyer,One who disobeys.
disobliger,One who disobliges.
disorganizer,One who disorganizes or causes disorder and confusion.
disowner,One who disowns.
disparager,One who disparages.
dispatcher,agent noun of dispatch; one who dispatches
dispeller,"One who, or that which, dispels"
dispeopler,"One who, or that which, dispeoples; a depopulator"
displacer,"One who, or that which, displaces."
displayer,"One who, or that which, displays"
displeaser,One who displeases.
disponent,"One who dispones, or takes over legal authority."
disponer,One who legally transfers his or her own property to another.
disposer,One who disposes.
dispossessor,One who dispossesses
dispraiser,One who blames.
disprover,One who disproves.
disputer,One who disputes.
disqualifier,"One who, or that which, disqualifies"
disquieter,"One who, or that which, disquiets, or makes uneasy; a disturber."
disregarder,One who disregards.
disrespecter,One who disrespects.
disrober,One who disrobes.
dissatisfier,"One who, or that which, dissatisfies"
dissaver,One who dissaves (spends more than is earned).
dissector,One who dissects; an anatomist.
disseizee,"One who is disseized, or put out of possession of an estate unlawfully."
disseizor,"One who wrongfully disseizes, or puts another out of possession of a freehold."
dissembler,someone who dissembles
disseminator,"One who, or that which, disseminates."
dissenter,"Someone who dissents (disagrees), especially from an established church."
dissertator,One who writers a dissertation; one who discourses
dissident,One who disagrees or dissents; one who separates from the established religion
dissimilator,One who dissimilates
dissimulator,One who dissimulates.
dissipator,"One who, or that which, dissipates something."
dissolvable,"Something that can be dissolved, especially a form of tobacco that dissolves in the mouth instead of being chewed"
dissolver,"One who, or that which, dissolves or dissipates"
dissuader,One who dissuades
distender,"One who, or that which, distends"
distinguisher,"One who, or that which, distinguishes."
distortionist,One who distorts
distractee,Someone who has become distracted
distraction,Something that distracts
distractionist,Somebody who evades an issue by discussing another.
distrainee,One who is distrained.
distrainor,One who distrains; the party distraining goods or chattels
distresser,One who or that which distresses.
distributee,One who receives a share of something that is distributed.
distributor,One who or that which distributes.
distruster,Someone who distrusts.
disturbance,Something that disturbs
disuniter,"One who, or that which, disunites."
diswant,Something that one doesn't want or rejects
ditchdigger,One who digs ditches.
ditcher,One who digs ditches.
ditcher,"One who ditches, or abandons"
ditheist,One who holds the doctrine of ditheism; a dualist
ditherer,One who dithers; one who is unable to decide; a procrastinator.
diver,"Someone who dives, especially as a sport."
diver,Someone who works underwater; a frogman.
diverger,One who diverges.
diversifier,One who or that which diversifies This investment is a good diversifier for your portfolio.
divertee,One who is diverted from prison.
divester,One who divests
divinator,One who practices or pretends to divination; a diviner
diviner,One who foretells the future.
diviner,One who divines or conjectures.
diviner,One who searches for underground objects or water using a divining rod.
division-violist,Someone who plays a division viol.
divisionist,"One who supports division (of a territory, etc.)."
divulgence,Something that is divulged.
divulger,One who divulges something.
do,Something that can or should be done (usually in the phrase dos and don'ts).
do-gooder,"One who advocates a certain course of action, often of political or social concern, with the nave conviction of their own moral superiority"
