term,definition
haemorrhagia,"A former genus, Haemorrhagia, of moths belonging to the family Sesiidae, now placed in Hemaris in Sphingidae."
haemulid,Any member of the Haemulidae.
hahniid,Any member of the family Hahniidae of dwarf sheet spiders.
halarachnid,Any member of the Halarachnidae.
halcampid,Any member of the Halcampidae.
halcyonid,Any member of the Halcyonidae.
haleciid,Any member of the Haleciidae.
halichondriid,Any member of the Halichondriidae.
halictid,"Any member of the Halictidae, many of which are known as sweat bees."
halictophagid,Any member of the Halictophagidae.
halid,Any member of the Halidae.
halimococcid,Any member of the Halimococcidae.
haliotid,"Abalone, any member of the family Haliotidae."
haliplid,Any member of the family Haliplidae of crawling water beetles.
halkieriid,Any member of the Halkieriidae.
halobiont,an organism that lives in a salty environment
halocyprid,Any member of the Halocyprida
halophile,"An organism that lives and thrives in an environment of high salinity, often requiring such an environment; a form of extremophile"
halorespirer,An organism that employs halorespiration
haloritid,Any member of the Haloritidae.
halysitid,Any member of the family Halysitidae of cnidarians.
hamamelid,Any member of the Hamamelidae.
hamamelidid,Any member of the Hamamelididae.
haminoeid,Any member of the Haminoeidae.
hamite,Any member of the Hamites.
hapalodectid,Any member of the Hapalodectidae.
haploceratid,Any member of the Haploceratidae.
haploid,"An organism, such as a fungus, with haploid cells."
haplorhine,Any member of the clade Haplorhini of dry-nosed primates.
hapsidopareiontid,Any member of the Hapsidopareiontidae.
haramiyid,Any member of the order Haramiyida or family Haramiyidae.
harpagiferid,Any member of the Harpagiferidae.
harpid,Any member of the family Harpidae of snails.
harrimaniid,Any member of the Harrimaniidae.
hartmannellid,Any member of the Hartmannellidae.
haustoriid,Any member of the Haustoriidae.
hedylid,"Any of the family of Hedylidae, the American moth-butterflies."
hegetotheriid,Any member of the Hegetotheriidae.
helcionellid,Any member of the Helcionellidae.
helcomyzid,Any member of the Helcomyzidae.
heleid,Any member of the Heleidae.
heleomyzid,Any member of the family Heleomyzidae of flies
heleophrynid,Any member of the Heleophrynidae.
helicinid,Any member of the Helicinidae.
helicodiscid,Any member of the Helicodiscidae.
heliconiid,Any member of the Heliconiidae.
helicopsychid,Any member of the Helicopsychidae.
heliodinid,Any member of the Heliodinidae.
heliophile,Any organism that is attracted to sunlight.
helioporid,Any member of the Helioporidae.
heliornithid,Any member of the Heliornithidae.
heliozelid,Any member of the Heliozelidae.
helminthoglyptid,Any member of the Helminthoglyptidae.
helodermatid,Any member of the family Helodermatidae.
helophorid,Any member of the Helophoridae.
helotid,Any member of the family Helotidae of beetles.
hemibiotroph,An organism that is parasitic in living tissue for some time and then continues to live in dead tissue
hemigaleid,Any member of the Hemigaleidae.
hemimerid,Any member of the Hemimeridae.
hemimetabolan,Any organism that undergoes hemimetabolism
hemiodontid,Any member of the Hemiodontidae.
hemiphractid,Any member of the Hemiphractidae.
hemipter,"Any organism of the order Hemiptera, including cicadas, aphids, planthoppers, leafhoppers, and shield bugs."
hemiramphid,Any member of the Hemiramphidae.
hemisotid,Any member of the Hemisotidae.
hemitheid,Any member of the Hemitheidae.
hemitripterid,Any member of the Hemitripteridae.
hemovore,"An organism that ingests blood as the main part of its diet; examples of hemovores include leeches, fleas, ticks, mosquitos, vampire bats, and the vampire ground finch."
henicid,Any member of the Henicidae.
henricosborniid,Any member of the Henricosborniidae.
hepialid,Any member of family Hepialidae of ghost moths.
heptapterid,Any member of the Heptapteridae.
heptaxodontid,Any member of the Heptaxodontidae.
heracleid,Any member of the Heracleidae.
herbivore,An organism that feeds chiefly on plants; an animal that feeds on herbage or vegetation as the main part of its diet
hercoglossid,Any member of the Hercoglossidae.
hermaeid,Any member of the Hermaeidae.
herpestid,Any member of the family Herpestidae of mongooses.
herpetotheriid,Any member of the Herpetotheriidae.
herpyllobiid,Any member of the Herpyllobiidae.
herrerasaurid,Any member of the Herrerasauridae.
hersiliid,Any member of the Hersiliidae.
hesionid,Any member of the Hesionidae.
hesperiid,Any member of the Hesperiidae.
hesperomyine,Any member of the Hesperomyinae.
hesperornithid,Any member of the Hesperornithidae.
heterenchelyid,Any member of the Heterenchelyidae.
heterobathmiid,Any member of the Heterobathmiidae.
heterocerid,Any member of the Heteroceridae.
heteroderid,Any member of the Heteroderidae.
heterodontid,Any member of the Heterodontidae; a bullhead shark.
heterogynid,Any member of the Heterogynidae.
heteromyid,Any member of the Heteromyidae.
heterophyid,Any member of the Heterophyidae.
heteroplastide,An organism composed of different types of tissue (as most animals and plants)
heteroploid,An organism having a chromosome number that is neither the haploid nor the diploid number normal in the species.
heteropneustid,Any member of the Heteropneustidae.
heteropter,Any of the insect suborder Heteroptera.
heterospecific,An organism belonging to a different species to another.
heterotroph,An organism which requires an external supply of energy in the form of food as it cannot synthesize its own
heterozerconid,Any member of the Heterozerconidae.
hexabranchid,Any member of the Hexabranchidae.
hexacoral,Any of the subclass Hexacorallia of water-based organisms formed of colonial polyps generally with sixfold symmetry.
hexadecaflagellate,An organism that has sixteen flagella
hexanchid,Any member of the Hexanchidae; a cow shark.
hexapod,Any organism or being with six legs
hexapodid,Any member of the Hexapodidae.
hexathelid,Any member of the family Hexathelidae of funnel-web tarantulas.
heylerosaurid,Any member of the Heylerosauridae.
hiatellid,Any member of the Hiatellidae.
hildoceratid,Any member of the Hildoceratidae.
himantolophid,Any member of the Himantolophidae.
hippid,Any member of the Hippidae.
hippolytid,Any member of the Hippolytidae.
hipponicid,Any member of the Hipponicidae.
hipposaurid,Any member of the Hipposauridae.
hipposiderid,Any of the family Hipposideridae of Old World leaf-nosed bats.
hirundinid,Any member of the Hirundinidae.
histerid,Any member of the Histeridae.
histiopterid,Any member of the Histiopteridae.
histiostomatid,Any member of the Histiostomatidae.
histioteuthid,Any member of the Histioteuthidae.
holmiid,Any member of the Holmiidae.
holocentrid,Any member of the family Holocentridae of squirrelfishes and soldierfishes.
holopeid,Any member of the Holopeidae.
holophyte,Any organism that produces its own food through photosynthesis.
holoplankton,Any organism that spends all of its life-cycle as plankton
holoptychiid,Any member of the Holoptychiidae.
holosaprophyte,an organism which is purely a saprophyte
holostome,Any of the Holostomata.
holothuriid,Any member of the Holothuriidae.
holozoan,Any organism of the clade Holozoa
homalocephalid,Any member of the Homalocephalidae.
homalodotheriid,Any member of the Homalodotheriidae.
homalonotid,Any member of the Homalonotidae.
homalonychid,Any member of the Homalonychidae.
homarid,Any member of the Homaridae.
homerid,Any member of the Homeridae.
homoceratid,"Any member of the family Homoceratidae, extinct ammonites."
homodont,Any organism with teeth all of the same type.
homolid,Any member of the Homolidae.
homolodromiid,Any member of the Homolodromiidae.
homoscleromorph,"Any of the Homoscleromorpha, a class of marine sponges"
hopeful monster,An organism exhibiting a significant mutation that may form a new lineage according to macromutation theory.
hoplichthyid,Any member of the Hoplichthyidae.
hoplitid,Any member of the Hoplitidae.
hoplocercid,Any member of the family Hoplocercidae.
hoplolaimid,Any member of the Hoplolaimidae.
hormathiid,Any member of the Hormathiidae.
hormosinid,Any member of the Hormosinidae.
hormotomid,Any member of the Hormotomidae.
host,An organism bearing certain genetic material
huayangosaurid,Any member of the Huayangosauridae.
hubbardiid,Any member of the Hubbardiidae.
hyaenid,Any member of the Hyaenidae.
hyaenodontid,Any member of the Hyaenodontidae.
hyalellid,Any member of the Hyalellidae.
hyalid,Any member of the Hyalidae.
hyblaeid,Any member of the Hyblaeidae.
hybodontid,Any member of the Hybodontidae.
hybosorid,Any member of the Hybosoridae.
hybotid,Any member of the Hybotidae.
hydatinid,Any member of the Hydatinidae.
hydractiniid,Any member of the Hydractiniidae.
hydraenid,Any member of the family Hydraenidae of minute moss beetles.
hydrobatid,Any member of the Hydrobatidae.
hydrobiid,Any member of the Hydrobiidae.
hydrobiont,Any organism that lives in water
hydrobiosid,Any member of the Hydrobiosidae.
hydrocenid,Any member of the Hydrocenidae.
hydrochoerid,Any member of the Hydrochoeridae or Hydrochoerinae.
hydrophiid,Any member of the Hydrophiidae.
hydrophile,Any organism that thrives in the presence of water
hydrophilid,any of the water beetles that belongs to the family Hydrophilidae
hydropsychid,Any member of the Hydropsychidae
hydroptilid,Any member of the Hydroptilidae.
hydroscaphid,Any member of the Hydroscaphidae.
hygrobiid,Any member of the Hygrobiidae.
hygromiid,Any member of the family Hygromiidae.
hylaeochampsid,Any member of the Hylaeochampsidae.
hylid,"Any member of the family Hylidae of frogs, including tree frogs."
hymenolepidid,Any member of the Hymenolepididae.
hymenopodid,Any member of the Hymenopodidae.
hymenosomatid,Any member of the Hymenosomatidae.
hynobiid,Any member of the Hynobiidae.
hyocephalid,Any member of the Hyocephalidae.
hyopsodontid,Any member of the Hyopsodontidae.
hyperiopsid,Any member of the Hyperiopsidae.
hypermutant,An organism resulting from hypermutation.
hypermutation,The organism or gene that results from such a mutation
hyperoliid,Any member of the Hyperoliidae.
hyperoodontid,Any member of the Hyperoodontidae.
hyperthermoacidophile,Any organism that is both a hyperthermophile and an acidophile
hyperthermophile,"An organism that lives and thrives in an extremely hot environment, such as a deep sea smoker vent; often a member of the Archaea"
hypertragulid,Any member of the Hypertragulidae.
hypocarnivore,"An organism that eats meat, but as less than 30% of its overall diet."
hypochilid,Any member of the Hypochilidae (the lampshade spiders)
hypogastrurid,Any member of the Hypogastruridae.
hypopomid,Any member of the Hypopomidae.
hypoptychid,Any member of the family Hypoptychidae of gasterosteiform fish.
hypsibiid,Any member of the Hypsibiidae.
hypsidorid,Any member of the Hypsidoridae.
hypsiprymnodontid,Any member of the Hypsiprymnodontidae.
hypsodont,Any organism whose teeth have large crowns.
hyracodontid,Any member of the Hyracodontidae.
hyriid,Any member of the Hyriidae.
hystricid,"Any member of the family Hystricidae, Old World porcupines."
hystricognath,"Any member of the infraorder Hystricognathi of rodents, distinguished from other rodents by the bone structure of their skulls"
ebriid,Any member of the order Ebriida of chromists.
ecad,An organism whose form has been affected by its environment.
echeneidid,Any member of the Echeneididae.
echimyid,Any member of the Echimyidae.
echinasterid,Any member of the Echinasteridae.
echinometrid,Any member of the Echinometridae.
echinorhinid,Any member of the Echinorhinidae.
echinorhynchid,"Any member of the family Echinorhynchidae, of thorny-headed worms."
echolocator,An organism capable of echolocation.
ecnomid,Any member of the family Ecnomidae of caddisflies.
ecosystem engineer,"Any organism that creates, significantly modifies, maintains or destroys a habitat."
ectinosomatid,Any member of the Ectinosomatidae.
ectinosomid,Any member of the Ectinosomidae.
ectobiont,Any organism fixed to the outside of the host's body
ectopsocid,Any member of the Ectopsocidae.
edaphosaurid,Any member of the genus Edaphosaurus of prehistoric reptiles with a dorsal sail.
edestid,Any member of the Edestidae.
edopid,Any member of the Edopidae.
egglayer,"Any organism that lays eggs, or is kept for that purpose."
eimeriid,Any member of the family Eimeriidae of chromists.
elachistid,Any member of the Elachistidae.
elaphrine,Any of the subfamily Elaphrinae of carabid beetles.
elasmid,Any member of the Elasmidae.
elasmobranchiate,Any of the Elasmobranchii.
elasmosaurid,Any of the family Elasmosauridae of long-necked plesiosaurs.
elassomatid,Any member of the Elassomatidae.
elaterid,Any member of the family Elateridae of click beetles.
electrophorid,Any member of the Electrophoridae.
electrotroph,Any organism that obtains metabolic energy from an electric source
electrovore,An organism or entity which feeds on electricity
elenchid,Any member of the Elenchidae.
elephantid,Any member of the family Elephantidae of elephants and their extinct close relatives.
eleutherodactylid,Any member of the Eleutherodactylidae.
eleutherodactyline,Any of the frogs of the genus Eleutherodactylus
elipsocid,Any member of the Elipsocidae.
