Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic
16168,without,Adverb,In prostitution: without a condom being worn, euphemistic,"2012, Maxim Jakubowski, The Best British Crime Omnibus What's within reason? Hand-job, blow-job, full sex straight, full service. Greek, maybe, if you're not too big. Golden shower, if you like, but not reverse. No hardsports. And absolutely nothing without.",False,False,False,False,False,False,False,False,False,False,True
16880,woman of ill fame,Noun,A female prostitute., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
16881,woman of ill repute,Noun,A female prostitute., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
16886,woman of the night,Noun,A female prostitute., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
16888,woman of the street,Noun,A prostitute., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
16889,woman of the town,Noun,A female prostitute., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
16918,womanhood,Noun,The vulva, euphemistic,"2007, Mark A. Cherpak, Circle of Fear: Uncharted Worlds (page 264) Easing down to her panties slowly as if investigating a carrier of a dangerous plague, both hands were quivering like it was contagious while feeling extraordinarily alarmed, he commenced to inspect her womanhood.",False,False,False,False,False,False,False,False,False,False,True
17042,women's room,Noun,Synonym of ladies' room: a public lavatory intended for women," chiefly US, euphemistic","1918 May 16, US Department of Labor, Monthly Labor Review: Women were expected to use the toilet provided for the general public... Plans have been made for a women's room at this station.",False,False,False,False,False,False,False,False,False,False,True
17730,woods colt,Noun,A child born out of wedlock.," euphemistic, US, Virginia",,False,False,False,False,False,False,False,False,False,False,True
18496,work nights,Verb,To work at night as a prostitute., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
18781,working girl,Noun,A female prostitute.," idiomatic, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
19029,world's oldest profession,Noun,Prostitution, euphemistic,"1888, Rudyard Kipling, On the City Wall:Lalun is a member of the most ancient profession in the world.",False,False,False,False,False,False,False,False,False,False,True
34,b-word,Noun,"Any of various taboo words beginning with the letter B, particularly bitch", euphemistic,"2016 June 16, Jenna Johnson, ""Donald Trump Calls Her 'Crooked Hillary,' but His Fans Just Say 'B----'"", Washington Post: Although some women may casually use the term among friends or as a sign of empowerment, the b-word is still widely considered a particularly aggressive and demeaning insult when hurled at a woman, especially if it comes from a man.",False,False,False,False,False,False,False,False,False,False,True
1152,back passage,Noun,"anus, rectum", euphemistic,,False,False,False,False,False,False,False,False,False,False,True
1660,backhouse,Noun,An outhouse: an outbuilding used as a lavatory," US, Canada, euphemistic","1847, Noah Webster, An American Dictionary of the English Language:BACK'HOUSE... a necessary. 1939, Christopher Morley, chapter II, in Kitty Foyle, page 23: [] the chlorides Mother was always throwing into the little outdoor backhouse []",False,False,False,False,False,False,False,False,False,False,True
6126,bank holiday,Noun,A closure of banks in a jurisdiction to curtail or prevent a bank run., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
6695,bar sinister,Noun,The state or characteristic of having been born out of wedlock; illegitimacy; bastardy," idiomatic, euphemistic","1900, Charles W. Chesnutt, chapter 16, in The House Behind The Cedars:He was not influenced by sordid considerations. . . . Had she been merely of illegitimate birth, he would have overlooked the bar sinister. 1912, Jack London, chapter 8, in A Son Of The Sun:Parlay's a full-blooded Frenchman. . . . About a hundred miserable Paumotans lived on the island. He married the queennative fashion. . . . Now before the queen died she gave birth to a girl. . . . She was educated like a princess, and she accepted herself in much the same way. Also, she thought she was all-white, and never dreamed of a bar sinister. 1936 Oct. 26, ""Science: Smithsonian's Year,"" Time (retrieved 27 March 2014): James Smithson was the illegitimate son of the first Duke of Northumberland, third creation. His mother was a lineal descendant of Henry VII. Despite so much blue blood, the bar sinister seared James Smithson all his life.",False,False,False,False,False,False,False,False,False,False,True
7603,barking spider,Noun,An instance of audible flatulence; a fart.," euphemistic, humorous",,False,False,False,False,False,False,False,False,False,False,True
7723,barn door,Noun,The groin area of a pair of pants," euphemistic, humorous",Somebody forgot to close his barn door again!,False,False,False,False,False,False,False,False,False,False,True
9272,basket,Noun,Bastard," informal, euphemistic","Wait till I catch you, you little basket!",False,False,False,False,False,False,False,False,False,False,True
9440,bass-ackwards,Adjective,Alternative form of ass-backwards Their whole approach is bass-ackwards.," idiomatic, colloquial, euphemistic, bowdlerization",,False,False,False,False,False,False,False,False,False,False,True
9441,bass-ackwards,Adverb,Alternative form of ass-backwards What do you expect? They did the job bass-ackwards," idiomatic, colloquial, euphemistic, bowdlerization","2005, Joe Lindsey, ""What's with T-Mobile,"" at www.tourdefrancenews.com (retrieved 17 Jul., 2005), Its certainly not helped by the bass-ackwards direction of team director Walter Godefroot. The man never met talent he couldnt squander.",False,False,False,False,False,False,False,False,False,False,True
9871,bat for the other team,Verb,To be homosexual.," idiomatic, humorous, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
10149,bathroom,Noun,A lavatory: a room containing a toilet and (typically but not necessarily) a bathtub," chiefly US, South Africa, Canada, euphemistic",Most Americans don't know 'WC' and many Brits mock 'bathroom' but almost everyone understands 'toilet' or 'lavatory'.,False,False,False,False,False,False,False,False,False,False,True
10157,bathroom tissue,Noun,toilet paper., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
11348,be with,Verb,To have sex with, euphemistic,"We dated for almost a year, but I've never been with him.",False,False,False,False,False,False,False,False,False,False,True
12301,beast with two backs,Noun,Two people united in sexual intercourse in the missionary position," idiomatic, euphemistic","1991, Stephen Fry, The Liar, p. 22: ...he remained one of the few boys of his year with whom Adrian had never made the beast with two backs, or rather with whom he had never made the beast with one back and an interestingly shaped middle...",False,False,False,False,False,False,False,False,False,False,True
15546,bejeebus,Noun,bejesus, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
15554,bejesus,Noun,"Used for emphasis, similar to crap, shit or wits", euphemistic,"The bear scared the bejesus out of us. He said you confused the bejesus out of him This old lady just completely slapped the bejesus out of him. That screaming, flaming skull in the closet totally scared the bejesus out of me! 8 August 2018, Ignatiy Vishnevetsky in AV Club, Jason Statham fighting a giant shark should be a lot more fun than The Meg The dorsal fin is one of the animal kingdoms masterstrokes of branding; it looks like a tooth, and we dont need to see the rest of the shark to have the bejesus scared out of us.",False,False,False,False,False,False,False,False,False,False,True
20737,biblically,Adverb,Carnally; in the biblical sense, euphemistic,"2003, L. D. White, Forever House, page 3:Most of them showed an intimate knowledge of the young blonde, leading Seth to the conclusion they had known her biblically.",False,False,False,False,False,False,False,False,False,False,True
21743,big-boned,Adjective,"Fat, obese", humorous or euphemistic,"1999, Nicole Hollander, My Cat's Not Fat, He's Just Big-Boned 2009, Harold Schechter, The Whole Death Catalog: A Lively Guide to the Bitter End Coffins for the Big-Boned. As the media never tires of telling us, America has become a junk-food nation with the fattest population on the planet.",False,False,False,False,False,False,False,False,False,False,True
21789,big D,Noun,"An instance of the word ""damn"" or ""damnation"", regarded as profane", euphemistic,"1878 W. S. Gilbert, H.M.S. Pinafore, Act i Though ""Bother it"" I mayOccasionally say,I never use a big, big D!",False,False,False,False,False,False,False,False,False,False,True
21990,big sleep,Noun,Death," idiomatic, euphemistic, almost always preceded by the","[from 20th c.] 1939, Raymond Chandler, The Big Sleep, Penguin 2011, p. 250: What did it matter where you lay once you were dead? In a dirty sump or in a marble tower on top of a high hill? You were dead, you were sleeping the big sleep, you were not bothered by things like that.",False,False,False,False,False,False,False,False,False,False,True
23689,bio-break,Noun,A visit to a bathroom or restroom in order to relieve oneself," informal, euphemistic","2004 Dec. 16, Trever Bushnell, ""Pro Cycling News: Riding the Ruta de los Conquistadores,"" Daily Peloton (retrieved 7 Oct 2013): We stopped once for a bio-break at a road side gas station. Most of us (including a few women) used the bushes because it took too long to get in the bathrooms. 2006 Dec. 24, Scott Jason, ""Travel Center Slated to Open Early '07,"" Modesto Bee (retrieved 7 Oct 2013): ""You are either going to stop for a gas break, meal break or a bio break. At these facilities you can do all three."" 2008 Dec. 2, Victor Nicholas, ""El Qaeda Targets Flush Toilets,"" The Spoof (retrieved 7 Oct 2013): Bin-Laden says his hatred of flush toilets stems from an incident in his youth when he was visiting London with his family and faced with nature's urge to take a bio-break was shocked to see his first flush toilet. 2009 Jan. 8, Rick Merritt, ""Video: LG's Woo Paik on 3DTV,"" EE Times (retrieved 7 Oct 2013): There is barely time for a bio break in between events.",False,False,False,False,False,False,False,False,False,False,True
