term,definition
demanufacture,A process of recycling that involves the dismantling and/or disassembly of an item to gain the maximum amount of recyclable materials
demarcation,"The act of marking off a boundary or setting a limit, notably by belligerents signing a treaty or ceasefire."
demersion,The act of plunging into a fluid; a drowning.
demesmerization,The process of demesmerizing; release from hypnosis.
demetallization,"The process of removing traces of metal from a material (or from a surface), especially from a material that has been subjected to a metal-based catalysis"
demining,The process of removing and neutralizing mines.
demit,The act of demitting.
demolition,The process of demolishing or destroying buildings or other structures.
demon dialing,The use of a computer to dial a number repeatedly (usually to a crowded modem pool) in an attempt to gain access immediately after another user has hung up.
demonetarization,Process of demonetarizing.
demonization,The act of demonizing.
demonstration,The act of demonstrating; showing or explaining something
demoralization,"The act of corrupting or subverting morale, discipline, courage, hope, etc., or the state of being corrupted or subverted in morale"
demorification,The process of becoming or making something nonmoraic; the process of losing or causing to lose a mora.
demotion,An act of demoting; a lowering of rank or status
demurral,The act of demurring
demythologization,"The act of demythologizing, or something demythologized."
denarrativization,Act or process of denarrativizing.
denaturing,The process by which something is denatured.
denaturization,The process of denaturing.
denazification,The process of the removal of Nazis from public office and positions of responsibility in Germany and Austria after World War II.
dendrometry,The measurement of the height or diameter of trees.
deneddylation,"The process by which NEDD8 is removed from a conjugated protein 2016 January 30, Characterization of SCF-Complex during Bovine Preimplantation Development, in PLOS ONE[1], DOI:10.1371/journal.pone.0147096:It participates in the regulation of SCF complex deactivation by the deneddylation of cullin."
